county,Name,SymbolID,site_desc,lon,lat
Price,65. Popple Creek/Wilson Flowage,0,"Popple Creek Trail leads wildlife watchers along a 266-acre glacial ridge to an expansive vista of Wilson Flowage where waterfowl and wetland wildlife abound. At Riley Lake you can see Sharp-tailed Grouse in courtship displays in early spring. Schedule the use of blinds to observe the birds by contacting the Forest Service. <br><br><strong>
<b>Phone:</b></strong> 715/762-2461 (US Forest Service) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.fs.fed.us/r9/cnnt' target='_blank'>https://www.fs.fed.us/r9/cnnt</a> <br><br><strong>Signature Species:</strong> Ring-necked Duck, Wood Duck, Hooded Merganser, Osprey, Tundra Swan, Snow Goose, and the Common Loon. <br><br><strong>Rare Species:</strong> Osprey nest here. <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Fifield, 16 miles west.",-90.19784,45.821084
Price,65. Riley Lake Wildlife Area,0,"Popple Creek Trail leads wildlife watchers along a 266-acre glacial ridge to an expansive vista of Wilson Flowage where waterfowl and wetland wildlife abound. At Riley Lake you can see Sharp-tailed Grouse in courtship displays in early spring. Schedule the use of blinds to observe the birds by contacting the Forest Service. <br><br><strong>
<b>Phone:</b></strong> 715/762-2461 (US Forest Service) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.fs.fed.us/r9/cnnt' target='_blank'>https://www.fs.fed.us/r9/cnnt</a> <br><br><strong>Signature Species:</strong> Ring-necked Duck, Wood Duck, Hooded Merganser, Osprey, Tundra Swan, Snow Goose, and the Common Loon. <br><br><strong>Rare Species:</strong> Osprey nest here. <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Fifield, 16 miles west.",-90.157928,45.854212
Price,66. Timm's Hill County Park,0,"This 220-acre county park encompasses Timm's Hill, the highest point in Wisconsin. Hike the Timm's Hill section of the Ice Age Trail to the observation tower. The park's hardwood forest and the surrounding countryside is spectacular in fall. Enjoy good looks at warblers during spring and fall, woodpeckers, thrushes, deer and Ruffed Grouse. <br><br><strong>
<b>Phone:</b></strong> 715/339-6371 (Price County) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.pricecountywi.net' target='_blank'>https://www.pricecountywi.net</a> <br><br><strong>
<b>Hours:</b></strong> Open daily 7:30am-9:30pm, May-Oct. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Phillips, 16 miles east.",-90.195179,45.452183
Rusk,67. Blue Hills/Moose Ear Creek,0,"The Blue Hills are ancient mountains that were ground down to hills by the last glacier that retreated from Wisconsin more than 10,000 years ago. The rugged landscape is covered by lush vegetation. The rugged landscape is covered by lush vegetation and is traversed by the Ice Age Trail. Very few people visit this area even though it is very rich in bird-life. <br><br><strong>
<b>Phone:</b></strong> 715/532-3911 (Wisconsin DNR) <br><br><strong>Signature Species:</strong> Redshouldered Hawks, Whip-Poor- Will, Golden-winged Warbler, and Louisiana Waterthrush. <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong>
<b>Nearest food & lodging:</b></strong> In Weyerhaeuser, 3 miles east.",-91.504097,45.449895
Rusk,68. Flambeau Mine Trails,0,"This 181-acre site was an open-pit, copper and gold mine from 1991-1999. It is a good example of mine reclamation. Four miles of well-maintained trails along mostly flat terrain provide for good views of grassland birds such as meadowlarks, Song Sparrows, and Common Yellowthroats. The marshes are home to Canada Geese, Great Blue Herons, and Marsh Wrens. Interpretive signs educate and inform visitors about the reclamation of the mine and the restoration of native habitat. <br><br><strong>
<b>Phone:</b></strong> 800/535-7875 (Rusk County) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.miningmatters.org' target='_blank'>https://www.miningmatters.org</a> <br><br>
<b>Fee:</b> Suggested donations. <br><br><strong>
<b>Hours:</b></strong> Daylight hours. <br><br><strong>
<b>Nearest food & lodging:</b></strong> In Ladysmith, 2 miles north.",-91.115284,45.446764
Rusk,69. Potato Creek State Wildlife Area,0,"This 984-acre property includes marshes and streams, flowages and small pothole ponds surrounded by grasslands and upland forests. Four miles of hiking trails give the bird watcher good access to the property. Ruffed Grouse, Barred Owl and Pileated Woodpeckers are found in the forested part of the property. Grassland birds including meadowlarks and a variety of sparrows are found in the meadows. Eagles and Osprey hunt for fish in the flowages. <br><br><strong>
<b>Phone:</b></strong> 715/532-3911 (Wisconsin DNR) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.dnr.state.wi.us/org/land/wildlife' target='_blank'>https://www.dnr.state.wi.us/org/land/wildlife</a> <br><br><strong>Signature Species:</strong> Ruffed Grouse, Barred Owl, and Pileated Woodpecker. <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Bruce, 8 miles northeast.",-91.3902,45.333564
Sawyer,70. Chippewa Flowage,0,"The ""Chip""is a 15,300-acre flowage with 233 miles of rugged pine and aspen shoreline cut by numerous bays, channels, and floating bogs. The waters are dotted with hundreds of forested islands. Travel by boat or canoe to fully appreciate the abundant wildlife throughout the warm months. <br><br><strong>
<b>Phone:</b></strong> 715/634-2688 (Wisconsin DNR) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.chippewaflowage.com' target='_blank'>https://www.chippewaflowage.com</a> <br><br><strong>Signature Species:</strong> Bald Eagles, Common Loons, Osprey, warblers, waterfowl. <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> Several dozen resorts on the flowage offer good food and accommodations.",-91.166439,45.897893
Sawyer,71. Flambeau River State Forest,0,"Important goals guide the management of this 90,000 - acre property located along the Flambeau River. The principles of sustainable forestry are used to assure that the forest can and will continue to provide a full range of benefits to the people and visitors of Wisconsin. Northern hardwood forests of sugar and red maples, yellow birch and white ash create a beautiful color display in fall. North and south forks of the Flambeau River offer 75 miles of white water canoeing and there are numerous lakes to fish in. Northern song birds are found in good numbers throughout the property along with Bald Eagles and Common Loons. <br><br><strong>
<b>Phone:</b></strong> 715-332-5271 <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.dnr.state.wi.us' target='_blank'>https://www.dnr.state.wi.us</a> <br><br><strong>Admission:</strong> Campground fees where applicable. <br><br><strong>
<b>Hours:</b></strong> 24/7 <br><br><strong>
<b>Parking:</b></strong> Parking throughout the property.<br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Winter, 13 miles to the west or in Phillips, 18 miles to the east.",-90.764236,45.770995
Sawyer,72. Lynch Creek State Wildlife Area,0,"This 100-acre site begins with a short, 1/4-mile trail that leads to a viewing platform overlooking Lynch Creek impoundment. Another trail to the south leads to a grass/forb/shrub peninsula on Lynch Creek. The habitat is mainly cattail marsh, shrubby, bog wetland, and stream with some red pine forest. Common avian species include the Belted Kingfisher, snipe, flycatchers, swallows, warblers, rail, Great Blue Heron, bitterns, sandpipers, and many ducks. This is a site for a moonlit walk, since the trail is easy to follow and many of the wetland birds are most active at night. <br><br><strong>
<b>Phone:</b></strong> 715/748-4875 (US Forest Service) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.fs.fed.us/r9/cnnf' target='_blank'>https://www.fs.fed.us/r9/cnnf</a> <br><br><strong>Rare Species:</strong> Elk were introduced near here-you may be lucky enough to see one. <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> There are many area resorts and restaurants. Hayward, 25 miles west, offers all services.",-91.088161,46.133397
Sawyer,73. Totagatic Lake State Wildlife Area,0,"This 2,719-acre state owned property includes the Totagatic Flowage, created by a dam on Nelson Lake. The dam is located across the highway from the parking area. At the dam, there is a wildlife viewing overlook adjacent to the highway. Birders can find Redbreasted Nuthatch, warblers, Blueheaded Vireo and other uncommon species here. The lake is surrounded by marsh, northern mesic and wet-mesic forest including the Totagatic Highlands Hemlocks, a stand of old-growth hemlock on the area's western edge. Canoe or kayak the flowage for good looks at a variety of waterfowl, eagles and herons. <br><br><strong>
<b>Phone:</b></strong> 715/634-2688 (Wisconsin DNR) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.dnr.state.wi.us/org/land/wildlife' target='_blank'>https://www.dnr.state.wi.us/org/land/wildlife</a> <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Hayward, 7 miles southeast. <br><br>Amenities: Restrooms at parking lot. <br><br>
<b>Notes:</b> The lake has excellent fishing (northern and panfish): there are boat landings on each end of the flowage.",-91.513624,46.106446
Taylor,74. Chequamegon Waters Flowage,0,"Easy roadside viewing of Northwoods' wildlife at this 2,714-acre flowage surrounded by northern hardwood forest. Drive, hike or canoe the area. <br><br><strong>
<b>Phone:</b></strong> 715/748-4875 (US Forest Service) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.fs.fed.us/r9/cnnf' target='_blank'>https://www.fs.fed.us/r9/cnnf</a> <br><br><strong>Signature Species:</strong> Osprey, Double-crested Cormorant, and Belted Kingfisher. <br><br><strong>Admission:</strong> A parking fee may be charged at various sites around the flowage. <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong>
<b>Seasonality:</b></strong>: Tundra Swans, Canada and Snow Geese in spring. <br><br><strong>Accessibility:</strong> Viewing platforms and trails within the area are accessible. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Medford, 20 miles east; or in Cornell, 20 miles west. <br><br>Amenities: Restrooms, gravel trails, and a viewing platform.",-90.701065,45.191474
Taylor,75. Kidrick Swamp,0,"A 4,000-acre wetland with black spruce and tamarack swamp forest, largely open heath, with alder wetland shrub edges and smaller ""islands"" and peninsulas of second-growth mixed upland forest. Birds common to these habitats include the Lincoln Sparrow, Goldencrowned Kinglet, White-throated Sparrow, Golden-winged Warbler, Sedge Wren, Alder Flycatcher, Black and White Warbler, Chestnut-sided Warbler, and Mourning Warbler. <br><br><strong>
<b>Phone:</b></strong> 715/748-4875 (US Forest Service) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.fs.fed.us/r9/cnnf' target='_blank'>https://www.fs.fed.us/r9/cnnf</a> <br><br><strong>Rare Species:</strong> Yellow-bellied Flycatcher. <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Medford, 25 miles southeast.",-90.653687,45.317935
Taylor,76. Mondeaux Dam Recreation Area,0,"The Mondeaux Dam and Flowage were built in the 1930s. In succeeding years, the 400-acre recreation area developed in the surrounding northern hardwood forest. It quickly became one of the best birding opportunities in the region. Plenty of easy access. <br><br><strong>
<b>Phone:</b></strong> 715/748-4875 (US Forest Service) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.fs.fed.us/r9/cnnf' target='_blank'>https://www.fs.fed.us/r9/cnnf</a> <br><br><strong>Signature Species:</strong> Cerulean Warbler, and Bald Eagle. <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong>
<b>Seasonality:</b></strong>: Best in spring, summer & fall. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> Mondeaux Dam Lodge is a privately operated concession stand on the flowage.",-90.428123,45.31039
Taylor,77. Pershing State Wildilfe Area,0,"Established in 1953, the Pershing Wildlife Area consists of two large and separate tracts, encompassing approximately 7,400 acres, which are intensively managed for the production of Sharp-tailed Grouse and waterfowl. The Fisher River and associated tributaries, which support several rare, threatened and endangered species, runs through the area. The property contains 15 flowages and gravel trails, as well as an Osprey, cormorant and heron rookery. <br><br><strong>
<b>Phone:</b></strong> 715/532-3737 (Wisconsin DNR) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.dnr.state.wi.us/org/land/wildlife' target='_blank'>https://www.dnr.state.wi.us/org/land/wildlife</a> <br><br><strong>GPS:</strong> 45degree 15'/ 90 degree 50'<br><br>Signature species",-90.825863,45.255555
Taylor,78. Yellow River Ice-walled Lake Plain,0,"This 200-acre site is unique as an 'Ice-walled lake plain', a glacial feature with a flat, rich, fertile plateau. The area is a rich, mesic hardwood forest with mature stands of Sugar maple/basswood and hemlock/yellow birch, as well as Tamarac/black spruce swamp forest. Steep erosion ravines cut through the plain, where many fern species abound (including some rare ones). Bird species here include the Barred Owl, Pileated Woodpecker, Hermit Thrush, Wood Thrush, Wood Peewee, Yellow-throated Vireo, Black and White Warbler, Black-throated Blue Warbler, Magnolia Warbler, American Redstart, and Yellow-bellied Flycatcher.<br><br><strong>Directions:</strong> From Perkinstown, which is west of Medford, go north on Cty. M to its junction with FR 112. Continue north on FR 112 about 1 mile to its junction with FR 575. Go west on FR 575 about 1.5 miles to its unction with FR 1547. FR 1547 is a gated road; park and walk past this gate, dwon the road. The site is on both sides of the road for about 1 mile.<br><br><strong>Note:</strong>There are no estabilished trails; but the woods is fairly open and easy to hike (bring a map and compass). There is a heron rookery one mile south; it's remotely located with no easy access but worth the hike.<br><br><strong>
<b>Phone:</b></strong> 715/762-2461 (US Forest Service)<br><br><strong>
<b>Website:</b> </strong> <a href='https://www.fs.fed.us/r9/cnnf<br><br><strong>Rarities:</strong>Cerulean' target='_blank'>https://www.fs.fed.us/r9/cnnf<br><br><strong>Rarities:</strong>Cerulean</a> Warbler and Swainson's Thrush. Rare spring ephemeral plants include dutchman's breeches, squirrel corn, trillium, trout lily, spring beauty, toothworth, hepatica, bulblet and goldies fern.<br><br><strong>
<b>Seasonality:</b></strong>Spring is best for bird watching and seeing a stupendous spring wildflower display (best during last two weeks of May.)<br><br><strong>Nearest food & lodging</strong>In Medfort, 20 miles southeast.",-90.649395,45.258214
Vilas,79. Catherine Wolter Wilderness Area,0,"This 2,189-acre Nature Conservancy property includes 15 lakes and ponds. Common avian species include neotropical migrant songbirds. Otter, fisher, black bear and timber wolves are known to frequent the preserve. <br><br><strong>
<b>Phone:</b></strong> 715/682-5789 (The Nature Conservancy) <br><br><strong>
<b>Website:</b> </strong> <br><a href='https://www.tnc.org/northamerica/states/wisconsin/preserves/art5844.html' target='_blank'>https://www.tnc.org/northamerica/states/wisconsin/preserves/art5844.html</a> <br><br><strong>Signature Species:</strong> Blackthroated Green and Blackthroated Blue Warblers, American Redstarts, Golden-winged Warblers, Magnolia Warblers and Mourning Warblers, Common Loons, Osprey. <br><br><strong>Rare Species:</strong> Bald Eagle. <br><br><strong>
<b>Hours:</b></strong> Daylight hours. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Presque Isle, 3 miles west.",-89.668694,46.240058
Vilas,80. Fallison Lake Nature Trail,0,"This 2.5-mile loop trail rolls through a mixed coniferous/deciduous forest of balsam fir, hemlock, red pine, white pine, sugar maple, white birch, and large-toothed and trembling aspen. The trail crosses bogs and a hemlock glade. The longest loop of the trail goes all the way around 50-acre Fallison Lake. <br><br><strong>
<b>Phone:</b></strong> 715/385-2727 (US Forest Service) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.fs.fed.us/r9/cnnf' target='_blank'>https://www.fs.fed.us/r9/cnnf</a> <br><br><strong>Signature Species:</strong> Bald Eagle and Common Loon. <br><br><strong>Rare Species:</strong> Osprey. <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong>
<b>Seasonality:</b></strong>: Best in spring, summer and fall. <br><br>Restrictions: No pets. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Woodruff, 10 miles southwest.",-89.617753,45.996455
Vilas,81. Lumberjack/Escanaba Trails,0,"An 11-mile trail system around White Sand and Escanaba Lakes. Habitat types include forest, wetlands, lakes and a river. <br><br><strong>
<b>Phone:</b></strong> 715/385-2400 (US Forest Service) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.fs.fed.us/r9/cnnf' target='_blank'>https://www.fs.fed.us/r9/cnnf</a> <br><br><strong>Signature Species:</strong> Ruffed Grouse, Woodcock, and Bald Eagles. <br><br><strong>Admission:</strong> A state vehicle parking sticker is required for parking. <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Boulder Junction, 2-5 miles northwest.",-89.611487,46.094186
Vilas,82. Northern Highland - American Legion State Forest,0,"At 223,283 acres, the Northern Highland/American Legion State Forest is Wisconsin's largest property. It offers many campgrounds totaling 871 campsites; most offering water, showers, restrooms, swimming, fishing and a boat launch. The forest contains a diversity of northern timber types interspersed with grasslands, marshes, and more than 900 lakes. It is home to one of the largest Bald Eagle nesting concentrations in the state. <br><br><strong>
<b>Phone:</b></strong> 715/385-2727 (Wisconsin DNR) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.wiparks.net' target='_blank'>https://www.wiparks.net</a> <br><br><strong>Signature Species:</strong> Alder Flycatchers, Vesper Sparrow, and Yellow-bellied Sapsucker. <br><br><strong>Rare Species:</strong> Gray Jay, Nelson's Sharptailed & LeConte's Sparrows, Bald Eagle, Osprey, and timber wolf. <br><br><strong>
<b>Hours:</b></strong> The headquarters is open Mon-Fri 7:45am-4:30pm. The property is open 24/7. <br><br><strong>Accessibility:</strong> The forest offers accessible campsites and picnic areas. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> This is prime Wisconsin vacation country - you'll find many resorts and restaurants.",-89.660153,46.049974
Vilas,83. North Lakeland Discovery Center,0,"A community-oriented educational center dedicated to exploring, preserving, and enhancing the area's natural, cultural,",-89.882755,46.154508
Vilas,84. Powell Marsh Wildlife Area,0,"The marsh, developed in 1955, is a 4,303-acre wetland complex of peatland, open water lakes and flowages, northern sedge meadows, and grassy upland islands. It supports a variety of waterfowl, water birds, migrant shorebirds, open-area birds, mammals, amphibians and reptiles. Some species of special concern found at Powell include the Bald Eagle, Common Loon and Sharp-tailed Grouse. <br><br><strong>
<b>Phone:</b></strong> 715/ 358-9207 (Wisconsin DNR) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.dnr.state.wi.us/org/land/wildlife' target='_blank'>https://www.dnr.state.wi.us/org/land/wildlife</a> <br><br><strong>Signature Species:</strong> Yellow Rail, LeConte's Sparrow, and Nelson's Sharp-tailed Sparrow. <br><br><strong>Rare Species:</strong> Yellow Rail, Short-eared Owl, Northern Harrier, American Bittern, and Merlin. <br><br><strong>
<b>Seasonality:</b></strong>: Best in spring, summer and fall. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Manitowish Waters, 3 miles north.",-89.869065,46.102816
Washburn,85. Beaver Brook State Wildlife Area,0,"1,323 acres of stream, marsh and forest that includes about 2 miles of Beaver Brook. The property blends woods and marsh with tag alder thickets found along the brook. Ruffed Grouse, American Woodcock, waterfowl, eagles, Osprey, and furbearers call this place home. <br><br><strong>
<b>Phone:</b></strong> 715/635-2101 (Wisconsin DNR) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.dnr.state.wi.us/org/land/wildlife' target='_blank'>https://www.dnr.state.wi.us/org/land/wildlife</a>",-91.876431,45.802149
Washburn,86. Hunt Hill Audubon Sanctuary and State Natural Area,0,"Hunt Hill is a year-round environmental education center with 500 acres of mature northern forest (oak, birch, aspen, white pine, ash), five glacial lakes, bogs, prairie/oak savanna, and marshy shorelines. The property includes Dory's Bog state natural areas and ten miles of hiking trails. Common species include Bald Eagles, Sandhill Cranes, Loons, Green Herons, Great Blue",-91.748199,45.724158
Washburn,87. Namekagon Visitor Center,0,"The center is the best place for orientation and trip planning information about the St. Croix National Scenic Riverway, which offers canoeists and kayakers 252 miles to explore. The river is perfect for inexperienced paddlers because there are few rapids. Wildlife seen along the corridor includes Bald Eagles, Osprey, porcupine, wolves and many species of songbirds including warblers, thrushes, and vireos. The Center includes a logging and furtrading museum, restrooms and drinking fountains. <br><br><strong>
<b>Phone:</b></strong> 715/635-8346 (National Park Service) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.nps.gov/sacn' target='_blank'>https://www.nps.gov/sacn</a> <br><br><strong>
<b>Hours:</b></strong> Open seasonally Memorial Day through Labor Day, weekends in May and September. <br><br><strong>Accessibility:</strong> Building is accessible. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Trego, 0.1 mile south.",-91.82725,45.905121
Washburn,88. Sawyer Creek State Fisheries Area,0,"Flycatchers, many species of warblers, Winter Wrens and thrushes are found here in good numbers. This property is divided into two units and both areas are good places to go to for wildlife viewing. There are lakes, trout streams, pine forest and mixed hardwood and pine forests. <br><br><strong>
<b>Phone:</b></strong> 715/635-2101 (Wisconsin DNR) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.dnr.state.wi.us/org/land/wildlife' target='_blank'>https://www.dnr.state.wi.us/org/land/wildlife</a> <br><br>
<b>Notes:</b> Trout fishing on Sawyer Creek.",-91.967068,45.783806
Vilas,83. North Lakeland Discovery Center,0,"A community-oriented educational center dedicated to exploring, preserving, and enhancing the area’s natural, cultural, and historic resources. The Center is a former YCC camp with main lodge, kitchen, dorms, rustic bunkhouses, beach, and sauna. Offers year-round environmental education, including birdwatching. 66 acres with Statehouse Lake and 20 miles of hiking trails. <br><br><b>Phone:</b> 715-543-2085 (North Lakeland Discovery Center) <br><br><b>Website:</b>  <a href='https://<a href='https://www.discoverycenter.net'' target='_blank'>https://www.discoverycenter.net'</a> target='_blank'>www.discoverycenter.net</a> <br><br><b>Signature Species:</b> Semipalmated Plover, Savannah Sparrow, Sandhill Crane, Yellow Warbler, Dunlin, White-rumped Sandpiper, Lesser Yellowlegs, Least Sandpiper. <br><br><b>Rare Species:</b> Osprey, Rose-breasted Grosbeak, Red-shouldered Hawk. <br><br><b>Hours:</b> Daylight hours. <br><br><b>Seasonality:</b> Best in spring, summer, and fall. <br><br><b>Accessibility:</b> Restrooms, drinking fountain, gravel trails. Center provides cabin rentals for small or large groups up to 100. <br><br><b>Nearest food & lodging:</b> Center offers accommodations and food service; otherwise, Manitowish Waters 1.5 miles south.",-89.9,46.15
