region,county,description
southern-savannah,Sauk,"The Wisconsin River forms the southern, and much of
the eastern border of Sauk County from Wisconsin
Dells/Lake Delton in the county’s northeastern cor-
ner to Spring Green in the southwestern corner.
River scenery, duck rides, waterparks and myriad
family amusements have made Wisconsin Dells/Lake
Delton a Wisconsin tourism legend. Check them all
out at www.wisdells.com, or call 800/223-3557.
Seven miles to the south, Baraboo is the county
seat and home of the new Aldo Leopold Legacy
Center, a must-stop for environmentalists (608/355-0279,
www.aldoleopold.org). Nearby, you can visit Circus World Museum
offering Big Top performances in the summer and terrific displays of
circus memorabilia year-round (866/693-1500, www.circusworldmuse-
um.com). South of town, Devil’s Lake State Park offers spectacular
bluff-top views, swimming, kayaking and 407 family campsites
(608/356-8301, www.wiparks.net).
Eight miles west of Baraboo in tiny North Freedom, the North
Continent Railway Museum keeps the age of the steam engine
alive (800/930-1385, www.midcontinent.org). Diesel train rides are
offered daily in summer.
Southeast of Baraboo at Merrimac, the Merrimac Ferry offers
free ferry rides across the Wisconsin River on Hwy 113 (608/246-
3806, www.dot.Wisconsin.gov/travel/water/merrimac.htm). It’s fun –
there’s an ice cream stand on either end of the ferry.
South of Merrimac and just across the river from Prairie du Sac,
the Wollersheim Winery offers tours and tastings at the state’s old-
est winery (800/847-9463, www.wollersheim.com)"
southern-savannah,Walworth,"Walworth County’s glacial legacy includes a handful of
large lakes and lake systems, as well as a lobe of the
Southern Kettle Moraine State Forest.
Geneva Lake is the largest of the lakes. Along its
shores, Lake Geneva has been a resort community since
just after the Civil War when wealthy Chicago families
built their summer homes here. You can see these
grand homes from the water aboard a Lake Geneva
Cruise Line dinner, sightseeing, or Dixieland cruise
(800/558-5911, www.cruiselakegeneva.com). Several
popular golf resorts, sailing, swimming and shopping round out the
summer fun here.
The world’s largest lens-type telescope is housed at Yerkes
Observatory in nearby Williams Bay. Tours of this University of
Chicago facility are offered on Saturdays only at 10 & 11am and noon
(262-245-5555, astro.uchicago.edu/yerkes).
Between Lake Geneva and Delavan on Hwy 50, bring the kids to
Lake Geneva Animal Gardens where they can see exotic animals and
pet their barnyard favorites (262/728-8200, www.animalgardens.com).
The kids will also like Watson’s Wild West Museum in Elkhorn
where guided tours offer cowboy fun in a reproduction of an 1880’s
western general store (262/723-7505, www.watsonswildwestmuse-
um.com). Local and Civil War history are displayed at the Webster
House Museum (262/723-4248, www.geocities.com/walcohistory).
To the north in East Troy, the East Troy Electric Railroad Museum
is one of the last pieces of a large trolley system that once operated in
the metro-Milwaukee area (262/642-3263, www.easttroyrr.org). Ten-
mile trolley rides are still offered."
southern-savannah,Washington,"With the rolling hills of the Kettle Moraine to the
north and metro Milwaukee to the south, Washington
County is a rich blend of industry and recreation.
In West Bend, the county seat, The Museum of
Wisconsin Art displays the exquisite paintings of
German/American master Carl Von Marr (262/334-
9638, www.wbartmuseum.com). Around the corner,
the Old Courthouse Square Museum displays local his-
tory (262/335-4678, www.historyisfun.com).
To the east, the Riveredge Nature Center in
Newburg preserves 370 acres of prairies, forests, ponds and marshes
along the Milwaukee River (800/287-8098, www.riveredge.us).
In the southern half of the county, the Wisconsin Automotive
Museum in Hartford displays a rare collection of Kissel, Nash and
Pierce-Arrow automobiles (262/673-7999, www.wisconsinautomuse-
um.com). East of town, the Pike Lake Unit of the Kettle Moraine
State Forest offers an observation tower and 32 family campsites
(262/670-3400, wiparks.net). Travelers from around the world visit the
Shrine of Mary at Holy Hill near Hubertus; the church built high
atop the hill is said to have mysterious healing power (262/628-1838,
www.holyhill.com).
In the southeastern corner of the county, Germantown has pre-
served its “old world” heritage in the Dheinsville Historic Park
(262/628-3170, www.visitwashingtoncounty.com). The facility
includes the Bast Bell Museum displaying a collection of 5,000 bells."
southern-savannah,Waukesha,"Metro-Milwaukee meets rural Wisconsin in Waukesha
County. The eastern half of the county is suburban
Milwaukee; the western half is known as “lake coun-
try” with eight large lakes in the northwestern corner
of the county and 22,000 acres of the Southern Unit
of the Kettle Moraine State Forest in the south-
western corner (262/594-6200, www.wiparks.net).
The Waukesha County Historical Society &
Museum in the City of Waukesha is housed in the old
county courthouse on Main Street (262/251-2859, www.waukesha-
countymuseum.org). Built in 1893, this Romanesque beauty exhibits
local and regional history. West of town, the Retzer Nature Center is
a 403-acre refuge with woodland, wetland and prairie habitats per-
fect for birding (262/896-8007, www.waukeshacounty.gov/parks).
West of Waukesha in Delafield, tour the grounds of the St. John’s
Northwestern Military Academy (800/752-2338, www.sjnma.org).
With cadets on parade and an 1884 castle-like building, it’s a mini-
West Point. South of town the Lapham Peak Unit of the Kettle
Moraine State Forest offers a spectacular view of the countryside
from atop its observation tower (262/646-3025, www.wiparks.net).
Southwest of Waukesha near Genesee Depot, Ten Chimneys, the
eclectic Wisconsin retreat of Broadway legends Alfred Lunt and Lynn
Fontanne, is open for tours summer and fall (262/968-4110,
www.tenchimneys.org). In the southwestern corner of the county
near Eagle, visit Old World Wisconsin, a collection of 60 historic
buildings operated and interpreted by the Wisconsin Historical Society
(866/944-7483, www.oldworldwisconsin.org)."
central-sands,Adams,"When the last great glacier swept through Wisconsin
12,000 years ago leveling much of the Midwest, it
spared the southwestern corner of the state including
Adams County.
Consequently, the county’s landscape is graced by
many fanciful spires, buttes and mesas that were once
islands in Glacial Lake Wisconsin. Native Americans and
their European successors gave these solitary pinnacles
colorful names like Ship Rock, Friendship Mound, Rabbit
Rock, Roche-A-Cri, and Lone Rock.
As the glacier retreated, its meltwater carved the state’s lakes and
rivers, including the Wisconsin River that forms the western border of
Adams County. That border includes two large impounded lakes on
the Wisconsin River – Petenwell Lake and the Castle Rock Flowage. At
23,040 and 13,955 acres respectively, the lakes are the second the
fifth largest in Wisconsin. The lakes are havens of water recreation
offering quality walleye fishing and plenty of water for all types of
boating.
Near Friendship, the county seat, you can visit Roche-A-Cri State
Park (608/339-6881, www.wiparks.net). The French name refers to
the 300-foot-high rock outcropping that is the central feature of this
quiet park. Climb the stairway to the top for a spectacular panoramic
view. The park contains Native American pictographs (rock paintings)
and Petroglyphs (rock carvings) that date to 100 A.D., as well as 41
family campsites and 6 miles of hiking trails."
central-sands,Calumet,"Occupying much of the eastern shore of Lake
Winnebago, Wisconsin’s largest inland lake, Calumet
County is a beautiful landscape of rolling farms broken
by panoramic limestone cliffs and wetlands teeming
with wildlife. Friendly small towns and eco-tourism
bring travelers back again and again.
The county’s most prominent geologic feature is
the Niagara Escarpment, a low line of dolomitic lime-
stone bluffs that rises above the countryside. One of
several ancient ridges in the bedrock of the Great Lakes Basin, the
Niagara Escarpment begins in New York State, arches west over Lake
Huron into Michigan’s Upper Peninsula, then down through Door
County to the Wisconsin-Illinois border.
You can camp atop the escarpment at High Cliff State Park near
Sherwood, (920/989-1106, www.wiparks.net). The park offers 112
family campsites, 10 miles of mountain bike trails, Indian effigy
mounds and a terrific beach and marina on Lake Winnebago. The
park is particularly lovely in autumn when the fall colors play against
the bluffs.
To learn more about the area’s geology, flora and fauna, visit the
Ledge View Nature Center near Chilton, the county seat (920/849-
7094, www.co.calumet.wi.us). This 105-acre park includes a 60-foot
observation tower, three natural caves, an arboretum, 2.5 miles of
trails and a nature center with museum-quality, interactive exhibits.
Staffed by three naturalists, the nature center is open 8am-4:30pm
weekdays and 10am-4:30pm weekends."
central-sands,Clark,"Seventeen percent of Clark County’s 1,216 square
miles is county forest – that’s 207 square miles or
133,000 acres of recreation. The county’s eleven
parks are located within the forest, which also offers
135 miles of summer-use ATV trails, 16 miles of
looped single-track motorcycle trails at Knobby Ridge,
and 34 miles of looped non-motorized biking and
cross-country skiing trails at the Levis/Trow Mound
Recreational Area.
Neillsville, in the southern part of the county, is the county seat. It
offers a pair of unusual museums and a beautiful veterans’ memorial
park.
The 1897 Jail Museum, an imposing four-story brick building
with a pair of turrets, is more fortress-like than penal (715-743-6444,
www.clark-cty-wi.org/JailMuseum.htm). Tours include the sheriff’s resi-
dence, a charming, old-fashioned living quarters, as well as the bleak
cellblocks.
The Wisconsin Pavilion originally served as the state’s exhibit hall
at the 1964-65 New York World’s Fair (715/743-3333, www.clark-city-
wi.org/Pavilion.htm). Dismantled and reassembled in Neillsville, the
pavilion now houses four radio stations, a cheese and gift shop and a
private collection of New York World’s Fair memorabilia.
The Highground Veterans Memorial Park pays tribute to
America’s war dead and honors surviving veterans, their service, and
their sacrifice (715/743-4224, www.thehighground.org). The 140-acre
park overlooks 500,000 acres of woodland scenery. It includes many
sculptures that honor America’s veterans."
central-sands,Fond du Lac,"Located at the foot of Lake Winnebago, Fond du Lac
(French for “far end of the lake”) County welcomes
birders with open arms. To the east, the county borders
the Northern Unit of the Kettle Moraine State Forest. To
the south, it crosses the northern perimeter of the
Great Horicon Marsh. Both are prime avian habitat.
To the west, Ripon is the home of Ripon-good
cookies, Republicans and really big horses. You can tour
the Little White Schoolhouse where the Republican
party was founded in 1854 (920/748-6764, www.ripon-wi.com).
Outside of town, you can visit Larson’s Famous Clydesdales where
ringside performances and stable tours showcase these gentle giants
(920/748-5466, www.larsonsclydesdales.com).
In Fond du Lac, the county seat, you can view the Niagara
Escarpment and beautiful shoreline of Lake Winnebago aboard the
Lakeside Sprit (800/937-9123, www.fdl.com). Enjoy 400-acre
Lakeside Park where you can climb to the top of the city’s light-
house, ride an antique carousel or miniature railway, or feed the deer
(800/937-9123, www.fdl.com). History thrives at the Galloway
House & Village (920/922-1166, www.fdl.com/history). The complex
of thirty historic buildings includes the 30-room Victorian Galloway
House and the Blakely Museum. South of town, the Wild Goose
State Trail runs 32 miles south to Clyman Junction in southern
Dodge County (920/929-3135, www.wiparks.net). This hiking-biking
trail skirts the western edge of the Horicon Marsh, a 32,000-acre
avian paradise."
central-sands,Green Lake,"The landscape of Green Lake County is dominated by a
pair of large and divergent lakes – Green Lake and Lake
Puckaway.
Green Lake is one of the state’s deepest lakes.
Plunging 237 feet, the cool waters of this 7,300-acre
lake harbor an excellent lake trout and walleye fishery.
Lake Puckaway, on the other hand, is very shallow; just
3 feet deep on average and only 5 feet at its deepest.
At 5,000-acres, Puckaway is more lowland marsh than
lake, yet fishing is good and waterfowl are common.
The City of Green Lake has been a top tourism destination for more
than a century. The lake is the key attraction and the area’s resort offer-
ings include water sports of every kind. One of those resorts, the Heidel
House, operates The Escapade, a 60-foot, catamaran-style boat that
tours the lake (800/444-2812, www.heidelhouse.com). The Green Lake
area is also known nationally for its three excellent golf courses –
Lawsonia, Mascoutin and Tuscumbia. The lovingly restored Thrasher
Opera House is another community gem.
To the north, Berlin charms visitors with its many Victorian homes
and beautiful Nathan Strong Park. In western Green Lake County,
Princeton’s downtown is a delightful mix of boutiques and artisan
shops. The city’s Saturday morning flea markets (May thru October)
are legendary. To the south, Markesan sparkles in the midst of lush
farmland. For a glimpse of local history, visit the town’s Grand River
Valley Museum (920/398-3554)."
central-sands,Juneau,"The northern third of Juneau County, above Hwy. 21, is
dominated by the 43,000-acre Necedah National
Wildlife Refuge (608-565-2551, www.fws.gov/mid-
west/necedah). Whooping Cranes, Sandhill Cranes and
Trumpeter Swans call Necedah home, as do gray wolves
and Karner blue butterflies.
The central third of Juneau County, between I-90/94
and Hwy. 21, is farm field and lowland forest drained by
the Yellow and Lemonweir Rivers. To the east, Buckhorn
State Park occupies 7,000 acres on the shores of Castle
Rock Lake, an impoundment of the Wisconsin River (608/565-2789,
www.wiparks.net). To the west, Mill Bluff State Park straddles the
Juneau/Monroe County line (608/427-6692, www.wiparks.net). The
park protects several of the glacial buttes that dot northern and cen-
tral Juneau County.
The southern third of the county, below I-90/94, is riddled with
hills and valleys, part of southwestern Wisconsin’s “driftless” area
untouched by the glaciers. It boasts three terrific railbed bike trails.
The Elroy-Sparta State Trail passes through three century-old tun-
nels on its 34-mile run from Elroy west to Sparta (888/606-2453,
www.elroywi.com). The 400 State Trail cruises southeast along the
Baraboo River 22 miles from Elroy to Reedsburg (800/844-3507,
www.wiparks.net). Finally, the Omaha County Trail passes through
yet another tunnel on its 13-mile run north from Elroy Commons to
Camp Douglas (608/847-9389, www.400statetrail.org)."
central-sands,Marathon,"Marathon is Wisconsin’s largest county covering 1,545
square miles. It is largely agricultural land. Marathon
County dairy farmers place second in the state for total
milk production and for number of dairy herds.
Interestingly, Marathon County leads the nation and the
world in the production of dry ginseng root. Most is
exported to China.
The county is neatly bisected by the Wisconsin River.
A workhorse for the paper industry, the river provides
water for mills in Wausau, Rothschild and Mosinee in Marathon
County. Dams built for the paper industry on the river created the Big
Eau Pleine Reservoir and Lake DuBay, which today give the county its
recreational flavor.
Wausau, the county seat, is the home of the Leigh Yawkey
Woodson Art Museum, nationally renowned for it annual Birds in
Art exhibit (715/845-7010, www.lywam.org). If you’re wondering
about the county’s ginseng connection, visit Hsu’s Ginseng
Enterprises just north of town (800/826-1577,
www.hsuginseng.com). Southwest of town, Rib Mountain State
Park covers 1,500 acres of Rib Mountain, the fourth highest point in
the state (715/842-2522, www.wiparks.net). The park offers spectac-
ular views of the countryside from several overlooks, 30 family camp-
sites, and some great skiing and snowboarding at one of the largest
downhill facilities in the state. In town, history buffs will enjoy the
Marathon County Historical Museum housed in the beautiful
Victorian home of former lumber baron Cyrus Yawkey (715/842-
5750, www.marathoncountyhistory.com)."
central-sands,Marquette,"Marquette County boasts a single stoplight in the entire
county – 455 square miles and very little traffic.
The county is named for Father Jacques Marquette,
the French explorer who paddled down the Fox River
into the area in 1673. The European settlers who fol-
lowed him dammed the river at Montello creating
Buffalo Lake, an important link in the Fox-Wisconsin
waterway. Today, the lake is a ten-mile crescent of fish-
ing and boating; the recreational heart of the county.
Montello, the county seat, is a pleasant small town once famous
for its granite quarry. The extraordinarily hard, red granite was
shipped nationwide and was used in the tombs of both Ulysses Grant
and Robert E. Lee. You can still see the quarry from the city’s Quarry
Park on Main Street. The park includes three small waterfalls that
once powered the quarry’s drills and saws.
In southern Marquette County near Packwaukee, you can make a
reservation to tour Bison Ridge Ranch (608-589-5500, www.bison-
ridgeranch.com). Nearly 300 bison roam the ranch. Ninety-minute
tours include a short video, a wagon ride to see the buffalo, and a
chance to check out the gift shop.
Another animal attraction you won’t want to miss is the M H
Ranch near Westfield in western Marquette County (608-296-2171,
www.mhranch.com). They breed miniature horses that stand less than
34 inches tall. Tours include a short movie about the ranch’s history, a
visit to the carriage museum, the training facility, the maternity barn,
and a terrific photo-op, so bring your camera."
central-sands,Menominee,"Wisconsin’s Menominee County is actually the
Menominee Indian Reservation. The reservation
totals 234,000 acres and is home to about 4,000
tribal members. At one time, the Menominee occupied
most of central Wisconsin – more than 10 million acres.
The Menominee have lived here for more than 10,000
years and have a proud history. They are an Algonquin
speaking tribe; Menominee or “O-Maeq-No-Min-Ni-
Wuk” means People of the Wild Rice. They are divided
among five ancestral clans: Bear, Eagle, Wolf, Moose and Crane.
The Menominee are national lead-
ers in sustainable forestry practices.
Ninety-five percent of the reservation is
forested. It holds the finest old stands
of hardwood, pine and hemlock in the
Great Lakes basin. It is said that you
can see the outline of Menominee
County from space – the trees are that
much taller than the surrounding land-
scape. The combination of hardwoods
and evergreens makes for spectacular
fall colors.
Twenty-four miles of the Wolf River, a federally designated wild
river, flows through the reservation. Menominee County is a particu-
larly beautiful area – a remnant of pre-European Wisconsin – with 128
lakes and the Evergreen, Oconto, Red and Wolf Rivers found within its
borders. There are a dozen natural and cultural tourist attractions
located on the reservation. They include several beautiful waterfalls,
Spirit Rock, the Menominee Logging Museum, the College of the
Menominee Nation, and Menominee Casino & Bingo. There are also
cultural events that the public is invited to attend; consult the
Menominee web site for a schedule."
central-sands,Monroe,"Monroe County bills itself as “Bikes and Berries,” but it’s
much more than that. The county is nearly square,
bisected east-to-west by Interstate-90.
In the northeast, the area around Warrens is
“Cranberry County.” Cranberries are the only fruit native
to Wisconsin. So, if God gives you cranberries, you make
cranberry juice... and Wisconsin now leads the nation in
the production of the tart, red berries for juice. You can
learn more about all things cranberry at the Wisconsin
Cranberry Discovery Center in Warrens (608/378-
4878, www.discovercranberries.com).
Northwestern Monroe County is dominated by the Fort McCoy
Military Reservation (608/388-2407, www.mccoy.army.mil). Fort
McCoy is one of the nation’s leading training centers for Army
National Guard units. The 60,000-acre facility includes a pair of excel-
lent recreation areas open to the public, as well as a self-guided driv-
ing tour.
The southern half of the county is dominated by the Elroy-Sparta
State Trail, a 32-mile railbed trail whose western trailhead is in
Sparta (800/354-2453, www.elroy-sparta-trail.com). Sparta is also
home to the Deke Slayton Memorial Space & Bike Museum
(888/200-5302, www.dekeslayton.com) and the Little Falls Railroad
& Doll Museum (608/272-3266, www.raildoll.org). Eleven miles
north of Sparta the Paul & Matilda Wegner Grotto is a fanciful out-
door park that includes a folk art “Glass Church” created from bits of
colored glass and concrete (608/269-8680,
www.portalwisconsin.org/wegnergrotto.cfm)."
central-sands,Outagamie,"Outagamie County is the home of the Fox Cities, an
urban area of eighteen communities that boomed in
the early 20th century producing paper products.
Today, the area is home to a large regional mall and
many galleries, antique and specialty shops. It bills
itself as “Wisconsin’s Shopping Place.”
Appleton is the largest of the Fox Cities. It was the
childhood home of the great Harry Houdini. The
Houdini legend, complete with many of his fabled
escape props, is showcased at the Outagamie
Museum (920/735-9370, www.foxvalleyhistory.org). Appleton was also
the site of the first home in the world lit by a central hydroelectric plant.
The Hearthstone Historic House Museum preserves local history and
that first hydro-house (920/730-8204, www.hearthstonemuseum.org).
The Fox River Mall, on Appleton’s northwest side, is the largest in
Wisconsin with 180 stores (920/739-4100, www.foxrivermall.com). If
you brought the kids, you might consider a Wisconsin Timber
Rattlers baseball game (920/733-4152, www.timberrattlers.com) or a
visit to the Fox Cities Children’s Museum (920/734-3226, www.kid-
museum.org).
Located just east of Appleton, Kaukauna is another Fox Cities com-
munity with a pair of fine attractions. The 1000 Islands
Environmental Center is a 300-acre refuge along the Fox River with a
nature center, 300 specimens of birds and animals, and miles of nature
trails (920/766-4733, www.1000islandsenvironmentalcenter.com).
Nearby, the Grignon Mansion has been restored to its 1837-62 bril-
liance (920/735-9370, www.foxvalleyhistory.org)."
central-sands,Portage,"Portage County has an outstanding string of county
parks that offer more than 100 family campsites and
appeal to a variety of user groups: Becker Lake is a hit
with birders, Lake Helen and Sunset Lake have popular
swimming beaches, Standing Rocks offers great biking
and cross-country skiing trails, as well as downhill ski-
ing, and the Dewey Shooting Range is on-target with
hunters.
Stevens Point, the county seat, lies in the heart of
the Wisconsin River Valley. A riverside city, it blends
industry, academia, recreation and natural beauty. The University of
Wisconsin-Stevens Point campus includes the Schmeeckle Reserve,
275 acres of solitude and a great place for walking, jogging, biking,
fishing and wildlife watching (800/236-4636,
www.uwsp.edu/cnr/schmeeckle). The reserve’s nature center houses
exhibits and dioramas as well as the Wisconsin Conservation Hall of
Fame. The reserve is a trailhead for the Green Circle State Trail, a
30.5-mile hiking and biking trail around the city (800/236-4636,
www.stevenspointarea.com).
Downtown, more than sixty buildings comprise the Mathias Mitchell
Public Square-Main Street Historic District, a delightful walking tour. The
city is the home of Sentry Insurance, owner of the SentryWorld
Sports Center, a world-class golf course and racquet-sports facility
open to the public (866/479-6753, www.sentryworld.com). Founded in
1857, the Stevens Point Brewery is a must-stop for a tour and tast-
ing (800/369-4911, www.pointbeer.com)."
central-sands,Shawano,"Shawano County steps across northeastern Wisconsin
like a lazy Z. The Navarino State Wildlife Area and
Shawano Lake dominate the eastern half of the coun-
ty, while the Stockbridge Munsee Indian Reservation is
the largest terrain feature in the west. Long a center
of lumbering, the county remains a strong player in
the state’s timber industry.
At 6,000 acres, Shawano Lake attracts plenty of
anglers and boaters. Relatively deep, the lake has a
solid reputation for northern pike, walleye and large-
mouth bass – even an occasional sturgeon. Slicing through the county
north-to-south, the pristine Wolf River offers fly fishing as well as
whitewater kayaking and canoeing.
Ten miles south of Shawano, the 14,500-acre Navarino Wildlife
Area includes 7,000 acres of forest habitat, 1,000 acres of restored
prairie, 3,900 acres of bush swamp and 2,000 acres of marsh habitat
(715/758-6999, www.navarino.org). Common avian species include
ducks, geese, ruffed grouse, woodcock, red-shouldered hawks, and
sandhill cranes. Its 56 miles of trails include 12 miles groomed for
cross-country skiing during the winter months.
The Mountain Bay State Trail parallels Hwy. 29 from Green Bay
to Wausau (920/448-4466, www.mountain-baytrail.org). Eighty-nine
miles long, the Mountain Bay is the longest multi-use rail-trail in
Wisconsin; sixty of those miles are in Shawano County. Bikers and hik-
ers feeling lucky can stop at the Mohican North Star Casino &
Bingo near Bowler (800/775-2274, www.mohicannorthstar.com)."
central-sands,Waupaca,"With terrific water resources and timeless charm,
Waupaca County draws visitors in all seasons. The
Waupaca area’s famous Chain O’ Lakes, a string of 22
spring-fed, pristine lakes, offer an ideal setting for
water activities of all sorts. The Crystal, Waupaca,
Wolf, Little Wolf and Embarrass Rivers are popular for
kayaking and canoeing.
The City of Waupaca, the county seat, is a pretty lit-
tle town with a band shell in the downtown square and
a great series of city parks. Two miles to the west, King
is the gateway to the Chain O’ Lakes. The Wisconsin Veterans Home is
located here as is Clear Water Harbor, home of the “Chief Waupaca”
sternwheeler and the “Lady of the Lakes” motor launch (715/258-
2866, www.clearwaterharbor.com). Both offer 1.5-hour sightseeing
cruises.
Nearby, Ding’s Dock offers 3-hour canoe trips down the Crystal
River (715/258-2612, www.dingsdock.com). Trips begin with a boat ride
through two lakes to the start of the river. The paddle downstream is
suitable for youngsters six and older and can be exciting, especially in
periods of high water. Buses provide return transportation.
On the west end of the Chain O’ Lakes, Hartman Creek State
Park offers 1,400 acres of more fun (715/258-2372,
www.wiparks.net). Enjoy swimming in crystal-clear Marl Lake, 103
family campsites, a nature center with naturalist programs, fishing,
and 14 miles of trails, including 8 miles of horse trails and 5 miles of
mountain bike trails."
central-sands,Waushara,"Waushara County is a wonderful blend of farming and
recreation. With more than 100 lakes, 150 miles of
trout streams, 7,000 acres of public hunting and fishing,
and twelve county parks, “outdoors” is spoken here.
In Wautoma, the county seat, visit the WWII
Memorial Building (866/329-0674, www.visit-
waushara.com). Built in 2003, the building honors
county veterans and houses both the Wautoma
Chamber of Commerce and the Waushara CVB. For
local history, tour the Waushara County Historical
Society Museum housed in what was once the county jail (920/787-
7584, www.visitwaushara.com).
In western Waushara County, the University of Wisconsin’s
Hancock Agricultural Research Station offers fascinating guided
tours of its facility and the 150 research projects it conducts annually
(715/249-5961, www.cals.wisc.edu/research/stations).
To the north, you can tour the Wild Rose Fish Hatchery
(920/622-3527, www.dnr.state.wi.us). The facility produces 27 per-
cent of the trout and salmon the DNR stocks; 64 percent of northern
pike; 100 percent of lake sturgeon stocked, and 100 percent of spot-
ted musky. The property just completed a new visitor center, part of
an ambitious $24.3 million hatchery improvement project.
Seven miles to the east, the crossroads community of Saxeville
boasts a beautiful new covered bridge over the Pine River.
Constructed in 1997, the Towne Tress-style bridge is adjacent to a
small park in the Town of Springwater. Predictably, the bridge and
park have become one of the more popular picnic destinations in the
county"
central-sands,Winnebago,"Winnebago is yet another Wisconsin county largely
defined by water. To the east, the county borders Lake
Winnebago, Wisconsin largest lake at 137,708 acres.
A trio of large lakes – Poygan (14,102 acres),
Winneconne (4,507) and Buttes des Morts (8,857
acres) - cut across the center of the county, while Rush
Lake (3,070 acres) anchors the south. These water
resources and the marshland that surrounds them,
sustain large waterfowl populations.
Oshkosh, the county seat, is a picturesque commu-
nity with a well-preserved sense of its history and a large state universi-
ty. The city is home to the world’s largest aviation event, “EAA
AirVenture” that attracts more than 700,000 spectators from 70 coun-
tries each year. The annual fly-ins are hosted by the EAA AirVenture
Museum, which houses a world-class collection of historic civilian and
military aircraft (920/426-4818, www.airventuremuseum.org).
Near the university campus, the Oshkosh Public Museum
exhibits collections of regional and natural history including their fab-
ulous 1895 Apostles’ Clock (920/236-5799,
www.oshkoshmuseum.org). Across the street, you can tour the travel-
ing exhibits and seasonal gardens of the Paine Art Center and
Gardens (920/235-6903, www.thepaine.org). The museum is housed
in a tudor revival mansion of one of the city’s former lumber barons.
The Grand Opera House is the jewel of the city’s downtown
(920/424-2350, www.grandoperahouse.org). This restored 1833
Victorian theater, now a performing arts center, is simply breathtaking."
central-sands,Wood,"Located in the geographic center of the state, Wood
County is loaded with fun.
Marshfield, near the county’s northern border,
maintains one of the state’s best zoos. Wildwood
Zoo keeps more than 200 birds and animals including
mountain lions, grizzly bear, buffalo, and a large aviary
(800/422-4541, www.ci.marshfield.wi.us). Foxfire
Botanical Gardens, just outside of town, displays
seven acres of oriental and western landscape tech-
niques (715/387-3050, www.foxfiregardens.com). Or,
you can tour the Upham Mansion, the restored 1880 mansion of
Wisconsin’s third governor, William Henry Upham (715/387-3322,
www.uphammansion.com).
A trio of cities along the Wisconsin River in southern Wood
County – Wisconsin Rapids, Port Edwards and Nekoosa – shares a
common history in the paper industry. Tours of the huge Stora Enso
North American complex in downtown Wisconsin Rapids offer a
close-up look at this paper industry giant including a paper machine
longer than a city block (715/422-3789, www.storaenso.com/na). At
the Rainbow Casino in Nekoosa, you can play the slots, blackjack,
roulette or poker (800/782-4560, www.rbcwin.com).
Eight miles north in tiny Rudolph, the Rudolph Grotto Gardens
& Wonder Cave is a folk-art collection of 29 religious memorials and
shrines linked by floral walkways (715/435-3120). Nearby, you can
watch cheese being made at the Wisconsin Dairy State Cheese
Company (715/435-3144)."
